ID	Mean_Control	Mean_Patient	Mean_Change	LogFC	Pvalue	FDR
654	7.071	7.0321	-0.0389	-0.0389	0.5	0.7
655	6.5152	6.4437	-0.0715	-0.0715	0.043	0.23
656	7.1024	7.0683	-0.034	-0.034	0.64	0.8
657	7.863	7.7439	-0.1191	-0.1191	0.31	0.55
658	6.6012	6.6295	0.0282	0.0282	0.56	0.75
659	7.7982	8.0747	0.2765	0.2765	0.014	0.19
660	6.066	6.1215	0.0555	0.0555	0.052	0.25
661	7.4151	7.5943	0.1792	0.1792	0.0074	0.18
662	6.5378	6.7571	0.2194	0.2194	0.00031	0.18
663	7.7369	8.007	0.27	0.27	0.032	0.22
664	9.7893	10.1679	0.3786	0.3786	0.019	0.2
665	8.5159	8.5037	-0.0122	-0.0122	0.9	0.95
666	8.061	7.8489	-0.2121	-0.2121	0.047	0.24
667	8.8021	8.9574	0.1553	0.1553	0.33	0.56
668	7.5166	7.2707	-0.2459	-0.2459	0.0093	0.19
669	7.1701	7.414	0.2439	0.2439	0.022	0.2
670	6.9277	6.9908	0.0631	0.0631	0.51	0.71
671	6.2431	6.2361	-0.007	-0.007	0.82	0.91
672	6.3284	6.4038	0.0754	0.0754	0.14	0.37
673	7.6102	7.7452	0.135	0.135	0.12	0.33
675	5.9205	5.9411	0.0206	0.0206	0.46	0.68
676	6.0199	6.0118	-0.0081	-0.0081	0.8	0.89
677	8.3745	8.238	-0.1365	-0.1365	0.34	0.57
678	8.4214	8.5187	0.0972	0.0972	0.6	0.78
680	6.0627	6.0149	-0.0478	-0.0478	0.32	0.55
682	8.9735	8.8931	-0.0804	-0.0804	0.57	0.75
683	6.8655	6.8107	-0.0548	-0.0548	0.17	0.4
684	6.6259	6.6736	0.0477	0.0477	0.4	0.63
685	6.4898	6.503	0.0132	0.0132	0.62	0.79
686	7.0575	7.1893	0.1318	0.1318	0.18	0.41
687	8.4503	8.4429	-0.0073	-0.0073	0.97	0.98
688	7.6468	7.4485	-0.1983	-0.1983	0.0058	0.18
689	9.4868	9.4252	-0.0616	-0.0616	0.56	0.75
690	5.9788	6.0007	0.0219	0.0219	0.62	0.78
694	7.8516	7.7329	-0.1187	-0.1187	0.3	0.53
695	6.1092	6.11	8e-04	8e-04	0.98	0.99
696	6.3189	6.2302	-0.0887	-0.0887	0.01	0.19
699	6.1628	6.1722	0.0095	0.0095	0.69	0.83
701	6.147	6.1606	0.0136	0.0136	0.62	0.79
705	6.9397	7.0955	0.1558	0.1558	0.19	0.42
706	7.2411	7.1283	-0.1128	-0.1128	0.0027	0.18
708	8.712	8.7392	0.0272	0.0272	0.72	0.85
710	8.7662	8.3758	-0.3904	-0.3904	0.013	0.19
711	6.4825	6.3601	-0.1224	-0.1224	0.091	0.3
712	6.6808	6.7032	0.0224	0.0224	0.63	0.79
713	7.0073	7.0076	2e-04	2e-04	1	1
714	7.3135	7.1155	-0.198	-0.198	0.00027	0.18
715	8.0654	7.8396	-0.2258	-0.2258	0.23	0.47
716	7.8758	7.7907	-0.0851	-0.0851	0.45	0.67
717	6.3266	6.2923	-0.0343	-0.0343	0.79	0.89
718	8.2693	7.8851	-0.3843	-0.3843	0.019	0.2
719	6.2527	6.2709	0.0182	0.0182	0.75	0.87
722	5.962	5.9564	-0.0057	-0.0057	0.84	0.92
725	6.3651	6.3243	-0.0408	-0.0408	0.17	0.41
726	7.1285	7.011	-0.1175	-0.1175	0.014	0.19
727	6.0382	6.0581	0.0199	0.0199	0.48	0.68
728	6.6233	6.6705	0.0471	0.0471	0.4	0.63
729	6.0687	6.0383	-0.0304	-0.0304	0.32	0.56
730	6.1988	6.2784	0.0796	0.0796	0.41	0.63
731	6.4093	6.3515	-0.0578	-0.0578	0.06	0.25
732	6.4671	6.4441	-0.023	-0.023	0.44	0.65
733	7.2894	7.0987	-0.1907	-0.1907	0.0096	0.19
734	7.7295	7.7793	0.0498	0.0498	0.71	0.84
735	6.1766	6.1293	-0.0473	-0.0473	0.12	0.34
738	7.8892	7.89	9e-04	9e-04	0.99	0.99
740	7.0865	7.1336	0.047	0.047	0.51	0.71
741	6.6636	6.7543	0.0907	0.0907	0.045	0.24
744	6.8574	6.7492	-0.1082	-0.1082	0.12	0.34
745	7.1727	7.0663	-0.1064	-0.1064	0.048	0.24
746	7.8597	7.8698	0.0101	0.0101	0.92	0.96
747	6.9997	6.9672	-0.0325	-0.0325	0.34	0.58
750	6.1174	6.1447	0.0273	0.0273	0.56	0.75
752	7.1349	7.0625	-0.0725	-0.0725	0.078	0.28
753	7.2873	7.1565	-0.1308	-0.1308	0.088	0.3
754	7.7951	7.9955	0.2004	0.2004	0.13	0.36
755	7.0355	7.0115	-0.024	-0.024	0.5	0.7
757	7.5271	7.7305	0.2035	0.2035	0.14	0.36
758	8.1746	7.9511	-0.2234	-0.2234	0.049	0.24
759	5.9846	6.0353	0.0507	0.0507	0.21	0.45
760	7.8534	7.8905	0.0371	0.0371	0.85	0.92
761	12.5361	11.8487	-0.6873	-0.6873	0.025	0.21
762	7.1359	7.082	-0.0539	-0.0539	0.37	0.6
763	6.5458	6.4419	-0.1039	-0.1039	0.031	0.22
765	6.3409	6.3161	-0.0248	-0.0248	0.5	0.71
766	6.9536	6.8711	-0.0825	-0.0825	0.044	0.24
767	6.3593	6.3694	0.0101	0.0101	0.84	0.92
768	6.9627	6.8292	-0.1335	-0.1335	0.015	0.19
770	7.2797	7.1632	-0.1164	-0.1164	0.046	0.24
771	6.6091	6.5555	-0.0537	-0.0537	0.098	0.31
773	6.7273	6.6745	-0.0528	-0.0528	0.12	0.34
774	6.7578	6.6998	-0.0579	-0.0579	0.08	0.28
775	6.6007	6.5814	-0.0193	-0.0193	0.41	0.63
776	6.44	6.3898	-0.0502	-0.0502	0.054	0.25
777	6.4695	6.4139	-0.0556	-0.0556	0.048	0.24
778	6.7552	6.6778	-0.0774	-0.0774	0.033	0.22
779	9.4109	9.1078	-0.3031	-0.3031	0.2	0.44
781	9.5276	9.5077	-0.0199	-0.0199	0.92	0.96
782	9.3353	9.2609	-0.0744	-0.0744	0.47	0.68
783	6.5693	6.5513	-0.018	-0.018	0.58	0.76
784	6.9146	6.8649	-0.0497	-0.0497	0.15	0.38
785	6.6553	6.5999	-0.0555	-0.0555	0.14	0.36
786	8.7852	8.4539	-0.3313	-0.3313	0.15	0.38
788	7.6679	7.8224	0.1545	0.1545	0.24	0.48
790	6.853	6.8406	-0.0123	-0.0123	0.72	0.85
793	6.176	6.1336	-0.0424	-0.0424	0.23	0.47
794	6.8872	6.8191	-0.068	-0.068	0.15	0.38
795	5.8928	5.85	-0.0428	-0.0428	0.23	0.47
796	6.9028	6.7897	-0.1132	-0.1132	0.046	0.24
797	6.4079	6.4428	0.0349	0.0349	0.66	0.81
799	6.2769	6.2779	0.001	0.001	0.98	0.99
800	7.1756	7.2666	0.091	0.091	0.27	0.51
801	9.5545	9.342	-0.2125	-0.2125	0.29	0.52
805	8.9856	9.0478	0.0622	0.0622	0.67	0.82
808	9.776	9.5392	-0.2368	-0.2368	0.092	0.3
810	7.2586	7.1193	-0.1393	-0.1393	0.029	0.21
811	8.8937	8.9015	0.0079	0.0079	0.95	0.97
813	7.3789	7.6677	0.2888	0.2888	0.029	0.22
814	6.3595	6.3208	-0.0387	-0.0387	0.42	0.64
815	7.9943	7.8781	-0.1162	-0.1162	0.27	0.51
816	8.1374	8.0033	-0.1341	-0.1341	0.24	0.48
817	7.9573	8.3484	0.3911	0.3911	0.042	0.23
818	8.7551	8.5288	-0.2263	-0.2263	0.23	0.47
819	7.6438	7.9617	0.318	0.318	0.0086	0.19
820	7.1097	6.9737	-0.136	-0.136	0.022	0.2
821	9.0409	9.2485	0.2076	0.2076	0.13	0.35
822	6.712	6.7692	0.0572	0.0572	0.34	0.57
823	7.7919	7.7543	-0.0376	-0.0376	0.45	0.66
824	8.0254	8.3224	0.297	0.297	0.055	0.25
825	9.654	9.1184	-0.5356	-0.5356	0.053	0.25
826	9.3635	9.2632	-0.1003	-0.1003	0.17	0.4
827	7.3801	7.0262	-0.3539	-0.3539	0.34	0.57
828	7.858	7.6311	-0.2269	-0.2269	0.031	0.22
829	7.6994	8.0648	0.3654	0.3654	0.028	0.21
830	9.334	9.5237	0.1897	0.1897	0.29	0.52
831	8.4658	8.8476	0.3818	0.3818	0.0024	0.18
832	9.1853	9.331	0.1458	0.1458	0.077	0.28
833	6.9362	7.2081	0.2719	0.2719	0.072	0.27
834	6.0248	6.1209	0.096	0.096	0.1	0.32
835	6.9878	6.96	-0.0278	-0.0278	0.43	0.65
836	6.8738	6.8884	0.0145	0.0145	0.85	0.93
837	6.6761	6.771	0.0949	0.0949	0.47	0.68
838	6.0291	6.044	0.015	0.015	0.71	0.84
839	6.6616	6.6355	-0.0261	-0.0261	0.48	0.69
840	6.9971	7.1574	0.1603	0.1603	0.042	0.23
841	6.3658	6.3478	-0.018	-0.018	0.44	0.65
842	7.2097	7.2366	0.0269	0.0269	0.64	0.8
843	6.2922	6.3725	0.0803	0.0803	0.033	0.22
844	11.8562	11.4197	-0.4365	-0.4365	0.18	0.42
845	10.5957	10.3834	-0.2123	-0.2123	0.45	0.66
846	6.9032	6.7642	-0.139	-0.139	0.0019	0.18
847	9.2292	9.0862	-0.143	-0.143	0.42	0.64
857	7.7843	7.6741	-0.1102	-0.1102	0.3	0.53
858	7.7713	7.7323	-0.0389	-0.0389	0.81	0.9
859	8.6756	8.4749	-0.2007	-0.2007	0.39	0.61
860	6.5899	6.5022	-0.0878	-0.0878	0.065	0.26
861	7.2742	7.2565	-0.0178	-0.0178	0.9	0.95
862	6.6261	6.6011	-0.025	-0.025	0.65	0.81
863	7.4203	7.2868	-0.1335	-0.1335	0.048	0.24
864	7.4497	7.2431	-0.2065	-0.2065	0.027	0.21
865	8.0226	8.1661	0.1435	0.1435	0.31	0.54
866	6.2008	6.1775	-0.0233	-0.0233	0.61	0.78
867	6.888	7.0384	0.1504	0.1504	0.086	0.29
868	6.9364	7.162	0.2257	0.2257	0.18	0.41
869	6.5416	6.5493	0.0076	0.0076	0.84	0.92
871	7.5767	7.5077	-0.069	-0.069	0.52	0.72
873	7.4006	7.4195	0.0189	0.0189	0.86	0.93
874	6.6123	6.5974	-0.0149	-0.0149	0.74	0.86
875	7.049	7.0017	-0.0473	-0.0473	0.31	0.54
881	5.97	5.9218	-0.0482	-0.0482	0.13	0.35
883	6.9389	7.0297	0.0908	0.0908	0.16	0.39
885	7.0951	7.0061	-0.089	-0.089	0.071	0.27
886	6.3748	6.3359	-0.0389	-0.0389	0.33	0.56
887	7.0971	7.0278	-0.0693	-0.0693	0.17	0.4
889	6.7696	6.9871	0.2175	0.2175	0.01	0.19
890	6.4759	6.4577	-0.0182	-0.0182	0.57	0.75
891	6.4402	6.5724	0.1322	0.1322	0.012	0.19
892	6.8443	7.1066	0.2624	0.2624	0.016	0.2
894	7.5563	7.4587	-0.0976	-0.0976	0.45	0.66
896	7.3869	7.2842	-0.1027	-0.1027	0.034	0.22
898	7.0586	7.0752	0.0166	0.0166	0.64	0.8
899	6.908	6.8919	-0.0161	-0.0161	0.56	0.75
900	8.155	8.3778	0.2228	0.2228	0.21	0.44
901	7.5759	7.5117	-0.0642	-0.0642	0.65	0.81
902	6.7241	6.9806	0.2565	0.2565	0.027	0.21
904	7.0967	7.2879	0.1912	0.1912	0.12	0.34
905	7.1674	7.2773	0.1099	0.1099	0.26	0.5
908	7.8884	8.3387	0.4503	0.4503	0.016	0.2
909	6.3739	6.3918	0.0179	0.0179	0.61	0.78
910	6.0432	6.0631	0.0199	0.0199	0.51	0.71
911	6.3704	6.316	-0.0543	-0.0543	0.4	0.63
912	7.0635	6.9748	-0.0887	-0.0887	0.044	0.23
913	6.3462	6.344	-0.0021	-0.0021	0.96	0.98
914	6.2713	6.24	-0.0313	-0.0313	0.3	0.53
915	6.3031	6.3168	0.0137	0.0137	0.7	0.84
916	6.8047	6.7072	-0.0975	-0.0975	0.1	0.31
917	6.45	6.433	-0.017	-0.017	0.65	0.81
919	6.8881	6.7581	-0.13	-0.13	0.017	0.2
920	6.7379	6.7061	-0.0318	-0.0318	0.27	0.51
921	6.7906	6.7474	-0.0432	-0.0432	0.23	0.47
922	6.7011	6.6346	-0.0665	-0.0665	0.15	0.38
923	6.6783	6.6058	-0.0725	-0.0725	0.041	0.23
924	7.7255	7.5505	-0.1751	-0.1751	0.049	0.24
925	7.0153	6.9669	-0.0484	-0.0484	0.22	0.46
926	6.9481	6.8295	-0.1186	-0.1186	0.062	0.26
928	8.3187	8.2629	-0.0558	-0.0558	0.71	0.85
929	6.6857	6.6429	-0.0428	-0.0428	0.34	0.57
930	6.8875	6.7942	-0.0933	-0.0933	0.02	0.2
931	6.02	6.0015	-0.0185	-0.0185	0.5	0.7
932	5.9904	5.9633	-0.0271	-0.0271	0.33	0.57
933	6.7406	6.666	-0.0746	-0.0746	0.11	0.32
939	6.6924	6.6474	-0.045	-0.045	0.23	0.46
940	6.3854	6.3717	-0.0138	-0.0138	0.65	0.81
941	6.2622	6.2098	-0.0524	-0.0524	0.041	0.23
942	6.1943	6.2007	0.0064	0.0064	0.84	0.92
943	7.621	7.3869	-0.2342	-0.2342	0.0093	0.19
944	6.4924	6.4563	-0.0362	-0.0362	0.34	0.57
945	7.2435	7.0058	-0.2377	-0.2377	2.7e-05	0.18
946	6.8625	6.7695	-0.093	-0.093	0.052	0.25
947	8.0655	7.9527	-0.1129	-0.1129	0.47	0.68
948	9.0899	9.0564	-0.0335	-0.0335	0.86	0.93
949	7.3202	7.3011	-0.0192	-0.0192	0.75	0.87
950	8.5171	8.8763	0.3593	0.3593	0.02	0.2
951	6.7605	6.7451	-0.0154	-0.0154	0.67	0.82
952	7.6183	7.4812	-0.1371	-0.1371	0.57	0.75
953	6.3009	6.316	0.0151	0.0151	0.76	0.87
954	7.4045	7.2697	-0.1348	-0.1348	0.057	0.25
955	7.4828	7.526	0.0433	0.0433	0.42	0.64
956	6.4535	6.405	-0.0485	-0.0485	0.097	0.31
957	6.5913	6.7042	0.1129	0.1129	0.13	0.35
958	6.7309	6.7338	0.0029	0.0029	0.93	0.97
959	5.9393	5.944	0.0047	0.0047	0.86	0.93
960	7.0128	7.0553	0.0425	0.0425	0.76	0.87
961	7.801	7.9589	0.1579	0.1579	0.28	0.52
962	6.548	6.503	-0.045	-0.045	0.38	0.6
963	6.5262	6.6185	0.0923	0.0923	0.38	0.6
965	6.8279	6.9065	0.0787	0.0787	0.082	0.29
966	8.5697	8.4524	-0.1173	-0.1173	0.087	0.29
967	9.4313	9.4462	0.0149	0.0149	0.91	0.96
968	7.3982	7.5338	0.1356	0.1356	0.39	0.61
969	6.0007	6.0235	0.0228	0.0228	0.49	0.7
970	7.2867	7.1216	-0.165	-0.165	0.021	0.2
971	6.3481	6.3731	0.025	0.025	0.45	0.66
972	8.5142	8.1892	-0.325	-0.325	0.13	0.35
973	6.8407	6.7813	-0.0594	-0.0594	0.12	0.33
974	6.8481	6.7898	-0.0583	-0.0583	0.12	0.34
975	8.9596	8.7396	-0.22	-0.22	0.048	0.24
976	7.1766	7.2677	0.0911	0.0911	0.33	0.56
977	7.9055	7.8493	-0.0562	-0.0562	0.46	0.67
978	6.7113	6.602	-0.1093	-0.1093	0.0068	0.18
983	5.9793	6.0311	0.0518	0.0518	0.12	0.33
984	6.7172	6.7789	0.0617	0.0617	0.11	0.33
987	6.8993	7.1012	0.2019	0.2019	0.073	0.28
988	8.0591	8.2453	0.1862	0.1862	0.1	0.32
989	7.9537	8.1954	0.2416	0.2416	0.036	0.22
990	5.9553	6.0298	0.0745	0.0745	0.12	0.33
991	6.9112	6.8184	-0.0928	-0.0928	0.05	0.24
993	6.3276	6.3673	0.0397	0.0397	0.23	0.46
994	7.1816	7.1549	-0.0267	-0.0267	0.62	0.78
995	6.2265	6.2066	-0.02	-0.02	0.52	0.71
996	8.056	8.082	0.026	0.026	0.78	0.89
997	7.6703	7.7284	0.0581	0.0581	0.28	0.52
998	8.1113	8.0378	-0.0734	-0.0734	0.14	0.36
999	6.4991	6.5254	0.0263	0.0263	0.47	0.68
1000	6.5208	6.5151	-0.0057	-0.0057	0.93	0.97
1001	6.6824	6.6576	-0.0248	-0.0248	0.42	0.64
1002	6.9312	6.8669	-0.0642	-0.0642	0.057	0.25
1003	7.7286	7.6412	-0.0873	-0.0873	0.53	0.72
1004	6.5856	6.5703	-0.0154	-0.0154	0.68	0.83
1005	6.2217	6.2113	-0.0104	-0.0104	0.69	0.83
1006	6.2273	6.2111	-0.0163	-0.0163	0.59	0.77
1007	5.9866	5.9802	-0.0064	-0.0064	0.84	0.92
1008	6.1194	6.1124	-0.007	-0.007	0.8	0.9
1009	6.7057	6.8134	0.1077	0.1077	0.33	0.56
1010	6.1043	6.0953	-0.009	-0.009	0.72	0.85
1012	8.3819	8.1667	-0.2152	-0.2152	0.32	0.55
1013	7.3543	7.3436	-0.0107	-0.0107	0.87	0.93
1014	6.7807	6.7471	-0.0336	-0.0336	0.41	0.63
1015	6.1008	6.0877	-0.0131	-0.0131	0.64	0.8
1016	6.261	6.2449	-0.016	-0.016	0.56	0.75
1017	6.7595	6.8874	0.1279	0.1279	0.13	0.35
1018	6.7628	6.7135	-0.0493	-0.0493	0.22	0.45
1019	7.479	7.6445	0.1655	0.1655	0.098	0.31
1020	7.0298	7.1064	0.0767	0.0767	0.017	0.2
1021	6.7292	6.7509	0.0217	0.0217	0.66	0.81
1022	6.6178	6.9599	0.3421	0.3421	0.0072	0.18
1024	7.1986	7.4865	0.2879	0.2879	0.037	0.22
1025	8.4512	8.3116	-0.1396	-0.1396	0.047	0.24
1026	6.969	7.151	0.182	0.182	0.32	0.55
1027	7.2231	7.3004	0.0773	0.0773	0.38	0.6
1028	8.7741	8.4966	-0.2774	-0.2774	0.056	0.25
1029	6.6808	6.6865	0.0058	0.0058	0.86	0.93
1030	7.8212	7.7119	-0.1094	-0.1094	0.28	0.51
1031	6.7827	6.7462	-0.0365	-0.0365	0.67	0.82
1032	7.6088	7.5511	-0.0577	-0.0577	0.3	0.53
1033	6.473	6.5931	0.1201	0.1201	0.032	0.22
1036	6.8374	6.7636	-0.0738	-0.0738	0.25	0.49
1038	6.7591	6.5525	-0.2066	-0.2066	0.36	0.58
1039	7.3117	7.2993	-0.0124	-0.0124	0.82	0.91
1040	6.2573	6.2574	0	0	1	1
1043	6.7904	6.8488	0.0583	0.0583	0.68	0.83
1044	8.2577	8.086	-0.1717	-0.1717	0.096	0.31
1045	7.7617	7.5521	-0.2097	-0.2097	0.034	0.22
1046	6.0799	6.0436	-0.0363	-0.0363	0.31	0.55
1047	6.0515	6.2611	0.2096	0.2096	0.13	0.35
1048	6.4065	6.3613	-0.0452	-0.0452	0.24	0.47
1050	8.6525	8.409	-0.2435	-0.2435	0.12	0.34
1051	8.7682	8.717	-0.0512	-0.0512	0.72	0.85
1052	8.1578	7.9392	-0.2186	-0.2186	0.19	0.43
1053	6.714	6.6221	-0.0919	-0.0919	0.055	0.25
1054	7.4733	7.7266	0.2533	0.2533	0.12	0.34
1056	6.4445	6.4818	0.0373	0.0373	0.26	0.5
1057	7.2312	7.0233	-0.2079	-0.2079	0.023	0.2
1058	7.1382	7.047	-0.0911	-0.0911	0.082	0.29
1059	8.3778	8.1846	-0.1932	-0.1932	0.057	0.25
1060	6.5291	6.5479	0.0189	0.0189	0.82	0.91
1062	5.8515	5.8757	0.0242	0.0242	0.4	0.63
1063	6.1165	6.1262	0.0097	0.0097	0.75	0.87
1066	7.3875	7.1597	-0.2278	-0.2278	0.013	0.19
1068	6.1911	6.2093	0.0182	0.0182	0.77	0.88
1069	7.1511	7.3056	0.1545	0.1545	0.097	0.31
1070	6.5555	6.7366	0.1811	0.1811	0.047	0.24
1071	6.5233	6.4828	-0.0405	-0.0405	0.27	0.5
1072	7.932	7.9697	0.0377	0.0377	0.72	0.85
1073	10.6644	10.4277	-0.2367	-0.2367	0.032	0.22
1075	6.9883	7.1922	0.204	0.204	0.11	0.33
1080	6.1991	6.1379	-0.0611	-0.0611	0.049	0.24
1081	6.2658	6.2165	-0.0493	-0.0493	0.15	0.38
1084	6.9892	6.8205	-0.1687	-0.1687	0.0018	0.18
1087	6.0337	6.0285	-0.0052	-0.0052	0.89	0.95
1088	6.3593	6.3153	-0.044	-0.044	0.27	0.51
1089	7.1425	6.9739	-0.1687	-0.1687	0.0098	0.19
1101	7.1834	6.7347	-0.4488	-0.4488	0.0019	0.18
1102	6.7386	6.8196	0.081	0.081	0.32	0.55
1103	6.8535	6.7865	-0.067	-0.067	0.09	0.3
1104	6.7564	6.8394	0.083	0.083	0.13	0.35
1105	6.5157	6.7852	0.2695	0.2695	0.022	0.2
1106	7.406	7.4815	0.0755	0.0755	0.29	0.52
1107	7.0065	7.0014	-0.0052	-0.0052	0.92	0.96
1108	8.2103	8.3243	0.114	0.114	0.26	0.5
1109	6.1119	6.1123	4e-04	4e-04	1	1
1111	6.163	6.1948	0.0317	0.0317	0.29	0.53
1112	8.1457	8.1096	-0.0361	-0.0361	0.63	0.79
1113	6.7497	6.7572	0.0075	0.0075	0.86	0.93
1114	6.7505	6.8246	0.074	0.074	0.72	0.85
1116	7.093	7.445	0.352	0.352	0.26	0.49
1117	6.3753	6.3196	-0.0557	-0.0557	0.072	0.27
1118	6.876	6.7911	-0.0849	-0.0849	0.093	0.3
1119	6.4465	6.5439	0.0974	0.0974	0.21	0.44
1120	6.8885	6.894	0.0055	0.0055	0.9	0.95
1121	6.9045	7.1063	0.2018	0.2018	0.1	0.32
1122	6.6445	6.8049	0.1605	0.1605	0.086	0.29
1123	6.5479	6.6718	0.1239	0.1239	0.13	0.35
1124	6.8152	6.7678	-0.0473	-0.0473	0.25	0.49
1128	6.5584	6.5224	-0.036	-0.036	0.28	0.51
1129	6.6236	6.5296	-0.0939	-0.0939	0.017	0.2
1130	6.4222	6.5697	0.1475	0.1475	0.058	0.25
1131	6.249	6.2253	-0.0237	-0.0237	0.37	0.59
1132	6.6879	6.6616	-0.0264	-0.0264	0.73	0.85
1133	6.0438	6.0444	6e-04	6e-04	0.98	0.99
1134	8.1834	8.5919	0.4085	0.4085	0.39	0.62
1135	6.5945	6.5506	-0.0438	-0.0438	0.35	0.58
1136	7.1083	7.0725	-0.0358	-0.0358	0.52	0.72
1137	7.1281	7.0164	-0.1118	-0.1118	0.028	0.21
1138	6.9042	6.922	0.0177	0.0177	0.73	0.86
1139	7.2034	7.1296	-0.0737	-0.0737	0.27	0.51
1140	9.2551	9.2241	-0.0309	-0.0309	0.85	0.93
1141	7.0228	6.9047	-0.1182	-0.1182	0.015	0.2
1142	6.1471	6.1154	-0.0316	-0.0316	0.34	0.57
1143	7.0158	6.9133	-0.1025	-0.1025	0.056	0.25
1144	7.6395	7.7024	0.0629	0.0629	0.85	0.92
1145	6.883	6.9301	0.0471	0.0471	0.48	0.69
1146	8.1913	7.9002	-0.2911	-0.2911	0.12	0.34
1147	6.9483	7.351	0.4027	0.4027	0.007	0.18
1149	6.6658	6.6001	-0.0658	-0.0658	0.11	0.33
1152	8.5047	8.3366	-0.1681	-0.1681	0.3	0.54
1153	8.8166	8.5383	-0.2782	-0.2782	0.0025	0.18
1154	7.3904	7.4153	0.0249	0.0249	0.83	0.91
1155	8.342	8.2145	-0.1274	-0.1274	0.061	0.26
1158	12.7867	12.1749	-0.6118	-0.6118	0.017	0.2
1160	9.9007	9.8303	-0.0704	-0.0704	0.69	0.83
1161	6.1165	6.2641	0.1475	0.1475	0.028	0.21
1163	9.0578	8.6373	-0.4205	-0.4205	0.036	0.22
1164	6.3055	6.4022	0.0967	0.0967	0.32	0.55
1173	8.5403	8.6548	0.1145	0.1145	0.12	0.34
1174	7.1843	7.2145	0.0302	0.0302	0.51	0.71
1175	8.2959	8.2894	-0.0065	-0.0065	0.91	0.96
1176	8.0533	8.0371	-0.0162	-0.0162	0.81	0.9
1178	6.2253	6.1916	-0.0337	-0.0337	0.53	0.73
1179	6.1481	6.1124	-0.0357	-0.0357	0.25	0.49
1180	7.5487	7.4692	-0.0795	-0.0795	0.63	0.79
1181	7.5106	7.3273	-0.1833	-0.1833	0.01	0.19
1182	7.5621	7.9455	0.3834	0.3834	0.0017	0.18
1183	8.1418	8.1898	0.048	0.048	0.74	0.86
1184	6.7807	6.8852	0.1045	0.1045	0.33	0.56
1185	7.1456	7.1658	0.0201	0.0201	0.66	0.81
1186	7.3831	7.3757	-0.0074	-0.0074	0.86	0.93
1187	7.3287	7.0911	-0.2375	-0.2375	0.00024	0.18
1188	7.2657	7.0919	-0.1738	-0.1738	0.014	0.19
1191	7.5588	7.3963	-0.1625	-0.1625	0.19	0.42
1193	6.2993	6.3751	0.0757	0.0757	0.2	0.44
1195	7.5129	7.4619	-0.0509	-0.0509	0.65	0.81
1196	7.3653	7.409	0.0437	0.0437	0.3	0.53
1197	7.1613	7.1591	-0.0022	-0.0022	0.95	0.98
1198	7.8162	7.8328	0.0165	0.0165	0.84	0.92
1200	7.5805	7.6627	0.0822	0.0822	0.36	0.58
1201	7.2489	7.2249	-0.024	-0.024	0.42	0.63
1203	6.6394	6.8047	0.1653	0.1653	0.013	0.19
1207	7.5365	7.6628	0.1263	0.1263	0.17	0.4
1208	6.6432	6.5781	-0.065	-0.065	0.075	0.28
1209	8.7528	8.7634	0.0106	0.0106	0.86	0.93
1211	7.3645	7.4099	0.0454	0.0454	0.47	0.68
1212	8.9532	8.9411	-0.0121	-0.0121	0.89	0.95
1213	8.314	8.5911	0.2771	0.2771	0.034	0.22
1215	6.2031	6.1758	-0.0272	-0.0272	0.58	0.76
1230	6.1151	6.113	-0.0021	-0.0021	0.95	0.98
1232	5.9535	6.0053	0.0518	0.0518	0.26	0.5
1233	6.4761	6.4397	-0.0364	-0.0364	0.43	0.65
1234	6.4059	6.3125	-0.0934	-0.0934	0.035	0.22
1235	6.4742	6.4377	-0.0365	-0.0365	0.27	0.51
1236	6.9329	6.8082	-0.1246	-0.1246	0.042	0.23
1237	6.3945	6.2217	-0.1729	-0.1729	0.016	0.2
1238	6.5723	6.5505	-0.0217	-0.0217	0.48	0.69
1240	6.5301	6.5399	0.0098	0.0098	0.82	0.91
1241	6.5921	6.5441	-0.0479	-0.0479	0.19	0.42
1244	6.1877	6.2299	0.0422	0.0422	0.14	0.37
1258	7.0278	6.9268	-0.1011	-0.1011	0.032	0.22
1259	6.1733	6.1225	-0.0507	-0.0507	0.28	0.51
1260	6.3625	6.3116	-0.051	-0.051	0.23	0.47
1261	6.9219	6.8728	-0.0491	-0.0491	0.23	0.46
1262	6.5613	6.5127	-0.0487	-0.0487	0.21	0.45
1263	7.0987	7.0479	-0.0508	-0.0508	0.31	0.54
1264	6.7677	6.7785	0.0108	0.0108	0.84	0.92
1265	6.9659	6.991	0.0251	0.0251	0.7	0.84
1266	7.4239	7.5782	0.1544	0.1544	0.38	0.6
1267	7.4672	7.529	0.0618	0.0618	0.34	0.57
1268	6.3315	6.2921	-0.0394	-0.0394	0.51	0.71
1269	6.8581	6.7632	-0.0949	-0.0949	0.19	0.42
1270	6.1653	6.3599	0.1946	0.1946	0.011	0.19
1271	7.8404	7.7886	-0.0518	-0.0518	0.71	0.84
1272	6.3488	6.3349	-0.0139	-0.0139	0.89	0.95
1277	8.9753	8.3981	-0.5772	-0.5772	0.21	0.44
1278	8.7495	8.3741	-0.3754	-0.3754	0.27	0.51
1280	7.2659	7.1384	-0.1275	-0.1275	0.034	0.22
1281	8.7115	8.3661	-0.3454	-0.3454	0.41	0.63
1282	8.0784	7.9369	-0.1415	-0.1415	0.54	0.73
1284	7.894	7.7477	-0.1463	-0.1463	0.48	0.69
1285	6.8751	6.7947	-0.0804	-0.0804	0.086	0.29
